name,config_id,barcode,description,primary_image_url,sku_id,brand_name
Rareism Women's Somvet-R Red Cotton Regular Graphic Print T-Shirt,BW_RAR_SOMVET_RED_01,8909196244576,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
This womens t-shirt from RAREISM carries a contemporary and minimal charm. Its neat styling keeps the outfit looking fresh and composed. A reliable pick for someone who prefers a soft, modern aesthetic.

Cotton

Regular Fit

Graphic Print

Crew Neck

SIZE
 The model (Chest-34, Waist-28, Hips-38, Height-178 cms) is wearing a size XS.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_RAR_SOMVET_RED_01/1.jpg,RTP4078836719,Rareism
Blissclub-Women-Bottomwear-Trousers-The ultimate collection-Bliss Black-AW25,Ultimate leggings Lite__Bliss Black-Trousers,2476109001006,"Ultimate Leggings Lite

 Seamless. Sculpting. Savvy.

 Spend less, move more with Ultimate Leggings Lite — engineered for seamless comfort 
 and effortless performance. Designed to feel like a second skin, these leggings 
 offer sculpting support, a hidden back pocket for convenience, and elevated style 
 without the premium price tag. Budget-friendly elegance, found.

 Features

 Seamless construction for all-day comfort

 No-chafing design

 Hidden back pocket

 4-way stretch for unrestricted movement

 Lightweight &amp; sweat-wicking

 Peached finish for an ultra-soft feel

 Fabric Composition

 75% Polyester, 25% Spandex 

 Stretchy blend with 25% spandex for sculpting flexibility.

 Care Instructions

 Machine wash cold

 Wash with like colours

 Turn inside out before washing

 Hang to dry (avoid direct sunlight)

 Do not dry clean, tumble dry, iron, or bleach",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/Ultimate%20leggings%20Lite__Bliss%20Black-Trousers/1.webp,BFP8074636592,Blissclub
ATODERM CREME FP,biatcrfp,3701129805329,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

ATODERM CREME FP 500ML

Product Overview

ATODERM CREME FP 500ML is a richly hydrating cream designed to nourish and soothe dry, sensitive skin. Its non-greasy texture absorbs quickly to help restore the skin barrier and provide long-lasting comfort and softness.

Key Features

Deep hydration for dry or sensitive skin

Non-greasy, fast-absorbing formula

Helps restore and protect the skin barrier

Suitable for daily use on body and face

Suggested Use

Apply generously to clean, dry skin. Smooth over body and/or face, massaging gently until absorbed. Use daily, especially after bathing or whenever skin feels dry.

Product Specifications

Product Name: ATODERM CREME FP

Size: 500ML

Texture: Cream

Skin Type: Dry &amp; Sensitive Skin",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/biatcrfp/1.jpg,BN6476513939,BIODERMA
Blissclub-Women-Bottomwear-Trousers-The ultimate collection-Prachi Purple Rebel-AW25,Ultimate leggings Lite__Prachi Purple Rebel-Trousers,2471001135005,"Ultimate Leggings Lite

 Seamless. Sculpting. Savvy.

 Spend less, move more with Ultimate Leggings Lite — engineered for seamless comfort 
 and effortless performance. Designed to feel like a second skin, these leggings 
 offer sculpting support, a hidden back pocket for convenience, and elevated style 
 without the premium price tag. Budget-friendly elegance, found.

 Features

 Seamless construction for all-day comfort

 No-chafing design

 Hidden back pocket

 4-way stretch for unrestricted movement

 Lightweight &amp; sweat-wicking

 Peached finish for an ultra-soft feel

 Fabric Composition

 75% Polyester, 25% Spandex 

 Stretchy blend with 25% spandex for sculpting flexibility.

 Care Instructions

 Machine wash cold

 Wash with like colours

 Turn inside out before washing

 Hang to dry (avoid direct sunlight)

 Do not dry clean, tumble dry, iron, or bleach",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/Ultimate%20leggings%20Lite__Prachi%20Purple%20Rebel-Trousers/1.webp,BFP3065980383,Blissclub
Contemponari-Trojan Top-Wine,COCOTRTOWI,8900004185,"A long-sleeved top featuring a high mock neck with a rib finish. Features a slim fit with gored panels at the hem to create a flared peplum silhouette, and a slip-on closure, offering a highly structured and feminine fit.

Fabric: Cotton Fleece
Wash &amp; Care: Gentle Hand Wash
Colour: Wine
Dispatch TImeline: 48 Hours
Model Height and Garment size: Model Height: 5'7""Model is wearing a size “S”",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOTRTOWI/1.jpg,SPL1297823101,Contemponari
X Lows MADAGASCAR,comet-x-lows-madagascar,726684037469,"Comet X Lows MADAGASCAR blends pastel blues and greens with grounding brown tones to create a vibrant yet balanced sneaker for everyday exploration. The colour-blocked composition brings together subtle and striking hues, forming a playful canvas that adapts easily to casual and expressive styling. Designed to feel as good as it looks, the sneaker features breathable construction paired with an ever-soft grip and roomy toe box for lasting comfort. The distinctive palette gives the pair individuality while remaining versatile for daily wear. At its foundation lies SpaceWalk™, Comet’s signature three-layer sole system that combines a durable insole, ultra-cushioned foam and a lightweight rubber outsole. Textured grooves across the base enhance traction and abrasion resistance, making MADAGASCAR suitable for everything from morning walks to evening outings. The upper incorporates suede-style materials that require gentle care. Avoid prolonged exposure to water and clean carefully to maintain texture and finish.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/comet-x-lows-madagascar/1.jpg,GMP3729282976,COMET
Contemponari-Orion Top-Blue,COCOORTOBL,8900004131,"A cap-sleeved top with a mock neck, crafted from stretchable fabric that offers a flattering, slim fit and easy slip-on comfort.

Fabric: Tiger Pleating
Wash &amp; Care: Gentle Hand Wash
Colour: Blue
Model Height and Garment size: Model Height: 5'7""Model is wearing a size “S”",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOORTOBL/1.jpg,SPL4774082295,Contemponari
Panelled Tee Grey,1122334455836_Gry,1122334455841,"THIS GREY RAGLAN SLEEVE PANELLED T-SHIRT IS PERFECT FOR BOTH SPORTING AND CASUAL WEAR. ITS OFF-WHITE DETAILS AT THE NECKLINE, HEM, AND SLEEVES ADD A TOUCH OF STYLE WHILE MAINTAINING A VERSATILE LOOK. STAY COMFORTABLE AND STYLISH WITH THIS MUST-HAVE ADDITION TO YOUR WARDROBE.
-COTTON TERRY
-EMBROIDERED LOGO
-RAGLAN SLEEVE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/1122334455836_Gry/1.jpg,IWS6902151151,IWE STUDIOS
Panelled Tee Black,1122334455830_Blck,1122334455831,"THIS BLACK AND GREY RAGLAN SLEEVE PANELLED T-SHIRT IS PERFECT FOR BOTH SPORTING AND CASUAL WEAR. ITS WHITE DETAILS AT THE NECKLINE, HEM, AND SLEEVES ADD A TOUCH OF STYLE WHILE MAINTAINING A VERSATILE LOOK. STAY COMFORTABLE AND STYLISH WITH THIS MUST-HAVE ADDITION TO YOUR WARDROBE.

-COTTON TERRY
-EMBROIDERED LOGO
-RAGLAN SLEEVE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/1122334455830_Blck/1.jpg,IWS6419764880,IWE STUDIOS
Contemponari-Orion Top-Blue,COCOORTOBL,8900004129,"A cap-sleeved top with a mock neck, crafted from stretchable fabric that offers a flattering, slim fit and easy slip-on comfort.

Fabric: Tiger Pleating
Wash &amp; Care: Gentle Hand Wash
Colour: Blue
Model Height and Garment size: Model Height: 5'7""Model is wearing a size “S”",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOORTOBL/1.jpg,SPL4428124578,Contemponari
Emily in Paris: Oversized White T-shirt,THEMINPAOVTS,EIP-044-M/L,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
*This is an official merchandise from the Netflix show - Emily in Paris &amp; part of an exclusive limited collection.*

Unwind in style with the Emily in Paris oversized t-shirts, which make you feel like a part of the Parisian team. This generously proportioned tee, coupled with its vibrant pop of colour, serves as an excellent styling piece for your wardrobe.

Main Highlights:

100% Cotton

Single Jersey

Oversized Fit

Printed

Unisex

Soft, Breathable Fabric

Lightweight

Where to Wear:

Casual Stroll around the City, Cafe Dates, on Campus.

What to Pair With:

These oversized t-shirts offer ample room for creativity in styling. Whether you choose to pair them with the distressed hearts denim skirt or the distressed plaid jeans, they provide versatile options to suit your fashion preferences.

Notes:

Model is 5'8 and wearing size M/L.

Color may slightly vary depending on your monitor setting",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THEMINPAOVTS/1.jpg,CDP4544950425,The Clothing Factory
Alter SAGE,alter-sage,726684037056,"Comet Alter SAGE reflects a calm, composed design language inspired by balance and restraint. The woven textile appearance and cream-toned accents convey quiet complexity and clarity, paired with a classic silhouette that avoids unnecessary embellishment. The SpaceWalk cushioning system places a durable insole over ultra-cushioned foam typically found in running footwear, housed inside a lightweight rubber outsole for dependable stability. Grooved textures along the sole improve traction and abrasion resistance, supporting controlled movement from morning walks to evening gatherings.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/alter-sage/1.jpg,GMP4901409116,COMET
"Dr. Su Gluta Glow Supplement | Liposomal Glutathione with 500 mg L-Glutathione along with Vitamin C, E, Zinc, Selenium & NAC | For Pigmentation, Dull & UV-Damaged Skin",DRSSG,8908018997133,"About this item
Dermatologist formulated Skincare
Reduces skin pigmentation, clears dark spots, dull skintone, helps fight UV sun damage
Advanced formula of L-Glutathione with N-acetylcysteine (NAC) and Alpha Lipoic Acid, boosted with Vitamin C &amp; E, Zinc and Selenium for skin radiance and repair.
One Serving = 2 tablets a day. Recommended Usage: 2 tablets daily on an empty stomach. Avoid tea, coffee or food for 30min after consuming Dr. Su Gluta Glow.
Improves Dull and UV Damaged Skin: L-Glutathione a ‘Master Antioxidant’ helps improve sun damaged skin by reducing inflammation caused due to harmful UV rays. This coupled with Vitamin C makes GlutaGlow a powerful antioxidant supplement.
1 month supply: Comes with 30 servings. For best results- to be taken daily on an empty stomach. Avoid coffee/tea/breakfast for 30 min post consumption.
Recommended by Doctors and Experts and Trusted by a community of 7 lakh people globally!",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/DRSSG/1.jpg,MCP9436790787,Dr. Su
Panelled Tee Black,1122334455830_Blck,1122334455835,"THIS BLACK AND GREY RAGLAN SLEEVE PANELLED T-SHIRT IS PERFECT FOR BOTH SPORTING AND CASUAL WEAR. ITS WHITE DETAILS AT THE NECKLINE, HEM, AND SLEEVES ADD A TOUCH OF STYLE WHILE MAINTAINING A VERSATILE LOOK. STAY COMFORTABLE AND STYLISH WITH THIS MUST-HAVE ADDITION TO YOUR WARDROBE.

-COTTON TERRY
-EMBROIDERED LOGO
-RAGLAN SLEEVE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/1122334455830_Blck/1.jpg,IWS3470405992,IWE STUDIOS
SIELLE,19SIELLE,8939117895259,"Sielle is a radiant celebration of joy, captured in every breath. It begins with sparkling top notes of apple, bergamot, and pear that awaken the senses with playful brightness. At its heart, the delicate blooms of magnolia and peony unfold, weaving elegance with tender emotion. Beneath this floral embrace lies a sensual foundation of amber, cedarwood, musk, and vanilla—warm and inviting, lingering like the sweetest memories held close to the heart.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/19SIELLE/1.png,EPA4173988968,1:9 Perfumery
Panelled Tee Black,1122334455830_Blck,1122334455830,"THIS BLACK AND GREY RAGLAN SLEEVE PANELLED T-SHIRT IS PERFECT FOR BOTH SPORTING AND CASUAL WEAR. ITS WHITE DETAILS AT THE NECKLINE, HEM, AND SLEEVES ADD A TOUCH OF STYLE WHILE MAINTAINING A VERSATILE LOOK. STAY COMFORTABLE AND STYLISH WITH THIS MUST-HAVE ADDITION TO YOUR WARDROBE.

-COTTON TERRY
-EMBROIDERED LOGO
-RAGLAN SLEEVE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/1122334455830_Blck/1.jpg,IWS3607551851,IWE STUDIOS
RWDY GANSTER MUSCLE TEE | CRIMSON HEAT,RWRWGAMUTECRHE,8904344218867,"The Details

Made from premium ribbed cotton, this tee brings structure, stretch, and all-day swagger. Clean lines, solid grip

Design Details: Muscle Regular Fit: Wide at the chest, tapered at the waist. Made to flexâ€”on the move or off duty.

RWDY Logo: Embroidered front and center. No frills, just fire.

Ribbed Fabric: Textured, breathable, holds shape. Looks sharp, feels better.

Made in India: Crafted with care, stitched for the streets. Built to last, built to stand out.

At RWDY, we donâ€™t follow fashion. We set the tone. This tee? Itâ€™s not just worn. Itâ€™s lived in.

Size &amp; Fit

Muscle Regular Fit Please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWGAMUTECRHE/1.png,RPL6102794840,RWDY
RWDY ESSENTIAL 4.0 | MOCHA EARTH,RWRWES40MOEA,8904344218492,"The Details

Made with 240 GSM single jersey, this tee is all ease, no effort. Soft, breathable, and built to lastâ€”feels light, fits right. Finished with the signature RWDY Lotus logo embroidered on the chestâ€”subtle, sharp, and full of meaning.

Versatile and Comfortable: Tuck it. Stack it. Run it back. This tee works with cargos, denims, joggersâ€”whatever the vibe. Built for all-day movement and off-duty flow. The root stays deep. The fit stays RWDY.

Size &amp; Fit

Oversized, drop shoulders Fits true to size with an oversized look and dropped shoulders; please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWES40MOEA/1.jpg,RPL6590957768,RWDY
Blue Green 50ML EDP,TMNBG,8908025495028,"
Sail away to sunny shores with Blue Green: the scent of salty breeze and sandy toes. For those who truly believe life is a beach!""""



HEAD NOTES
Mandarin orange, petitgrain,

HEART NOTES
Seaweed, lavender, cotton flower, 

BASE NOTES
Virginia cedar, woodysy notes, patchouli, clary sage, amber
",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/TMNBG/1.jpg,DLP1735047710,The Mad Nose
RWDY GANSTER MUSCLE TEE | CRIMSON HEAT,RWRWGAMUTECRHE,8904344218904,"The Details

Made from premium ribbed cotton, this tee brings structure, stretch, and all-day swagger. Clean lines, solid grip

Design Details: Muscle Regular Fit: Wide at the chest, tapered at the waist. Made to flexâ€”on the move or off duty.

RWDY Logo: Embroidered front and center. No frills, just fire.

Ribbed Fabric: Textured, breathable, holds shape. Looks sharp, feels better.

Made in India: Crafted with care, stitched for the streets. Built to last, built to stand out.

At RWDY, we donâ€™t follow fashion. We set the tone. This tee? Itâ€™s not just worn. Itâ€™s lived in.

Size &amp; Fit

Muscle Regular Fit Please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWGAMUTECRHE/1.png,RPL5278561481,RWDY
RWDY GANSTER MUSCLE TEE | CRIMSON HEAT,RWRWGAMUTECRHE,8904344218874,"The Details

Made from premium ribbed cotton, this tee brings structure, stretch, and all-day swagger. Clean lines, solid grip

Design Details: Muscle Regular Fit: Wide at the chest, tapered at the waist. Made to flexâ€”on the move or off duty.

RWDY Logo: Embroidered front and center. No frills, just fire.

Ribbed Fabric: Textured, breathable, holds shape. Looks sharp, feels better.

Made in India: Crafted with care, stitched for the streets. Built to last, built to stand out.

At RWDY, we donâ€™t follow fashion. We set the tone. This tee? Itâ€™s not just worn. Itâ€™s lived in.

Size &amp; Fit

Muscle Regular Fit Please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWGAMUTECRHE/1.png,RPL5105193481,RWDY
RWDY GANSTER MUSCLE TEE | IVORY,RWRWGAMUTEIV,8904344218744,"The Details

Made from premium ribbed cotton, this tee brings structure, stretch, and all-day swagger. Clean lines, solid grip

Design Details: Muscle Regular Fit: Wide at the chest, tapered at the waist. Made to flexâ€”on the move or off duty.

RWDY Logo: Embroidered front and center. No frills, just fire.

Ribbed Fabric: Textured, breathable, holds shape. Looks sharp, feels better.

Made in India: Crafted with care, stitched for the streets. Built to last, built to stand out.

At RWDY, we donâ€™t follow fashion. We set the tone. This tee? Itâ€™s not just worn. Itâ€™s lived in.

Size &amp; Fit

Muscle Regular Fit Please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWGAMUTEIV/1.png,RPL9591818345,RWDY
Panelled Tee Grey,1122334455836_Gry,1122334455837,"THIS GREY RAGLAN SLEEVE PANELLED T-SHIRT IS PERFECT FOR BOTH SPORTING AND CASUAL WEAR. ITS OFF-WHITE DETAILS AT THE NECKLINE, HEM, AND SLEEVES ADD A TOUCH OF STYLE WHILE MAINTAINING A VERSATILE LOOK. STAY COMFORTABLE AND STYLISH WITH THIS MUST-HAVE ADDITION TO YOUR WARDROBE.
-COTTON TERRY
-EMBROIDERED LOGO
-RAGLAN SLEEVE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/1122334455836_Gry/1.jpg,IWS1776431045,IWE STUDIOS
Skin Lift Device,WISKLIDE,8906181980389,"Winston skin lift device is your at-home healthy ageing tool helps to reduce sagging and supports healthy collagen production.

Micro-current technology

Skin-touch thermal vibration 

Red, blue, and green LED light therapy 

4 skin rejuvenating modes ( cleaning, lifting, anti-wrinkle, and EMS mode)

Quick rechargeable design supported by type-c

Compact and easy to carry

Technical Specifications

Voltage: 5V-1A
Charge Time: 1.5 hours
Rechargeable with C-type Cable
Battery Capacity: 400 mAh

How To Use

Wash your face and follow your skincare routine.

Turn on the device and select your preferred vibration gear.

Choose your preferred mode with a click of the M key.

Place the massage head against your skin and lift it from bottom to top.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/WISKLIDE/1.png,WEP5295305150,Winston
Gathered Halter Neck Top,THGAHANETO,S24-GH1-S,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Elevate your style with our Gathered Halter Neck Tie-Up Top. Featuring a flattering gathered design and a chic back tie-up, this top is perfect for any occasion. Pair it with your favorite bottoms for a trendy look!

Top:

Neckline: Halter Neck

Sleeve Length: Sleeveless

Fit: Slim Fit

Color: White

Fabric: Georgette, Polyknit

Main Fabric: 100% Polyester

Lining: 100% Polyknit

Note:

Color may slightly vary depending on your monitor setting

All the products have different sizes and size chart.

Model Details:

*Model is wearing size S and her measurements are:

Shoulder: 14.5""

Bust: 32""",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THGAHANETO/1.jpg,CDP4008729208,The Clothing Factory
MORPHED TEE,MORPHED TEE_Black,D0008AF/M,"The future isn’t coming — it’s morphing. Step into the future of streetwear with the MORPHED oversized tee. This piece fuses high-fashion aesthetics with an avant-garde edge, featuring the FLYAF logo in a sleek, distorted metallic print on the front. The back commands attention with a surreal melting twin-head graphic, symbolizing transformation and duality, set against an ominous stormy backdrop. “MORPHED” typography drips into the artwork, amplifying its dark, futuristic energy and bold presence.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/MORPHED TEE_Black_M/1.png,PA8870294743,FLYAF
ACE OF SPADES RED,ACE OF SPADES_Red,D0007AF/XL,"The ACE OF SPADES oversized tee is a bold statement piece, featuring an elegant FLYAF script logo on the front and an intricate Ace of Spades graphic on the back.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/ACE%20OF%20SPADES_Red/1.png,PA5957404951,FLYAF
Un-herd 2.0 T-Shirt,C224VTC078 _black,C224VTC078-XS,"Introducing Unherd 2.0—the ultimate blend of comfort and style. Crafted from premium 100% French terry (280 GSM), this T-shirt is perfect for outings. The distinctive mineral and enzyme wash ensures a unique, standout look. Elevate your wardrobe with the next evolution of Unherd!",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/C224VTC078%20_black/1.jpg,RCP5126530673,Chapter 2
Rareism Women's Elcie Olive Cotton Mandarin Collar Regular Fit Top,BW_RAR_ELCIE_OLIVE_01,8909196500139,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
This womens top from RAREISM features a clean and understated design that blends naturally into everyday wear. Its subtle detailing keeps the look balanced and modern. A dependable choice for achieving an effortless appearance.

Cotton

Regular Fit

Printed

Mandarin Collar

SIZE
 The model (Chest-34, Waist-28, Hips-38, Height-178 cms) is wearing a size XS.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_RAR_ELCIE_OLIVE_01/1.jpg,RTP1443703770,Rareism
Black Washed T-Shirt,C224TSC022 _black,C224TSC022-L,"Upgrade your essentials with our Basic Collection. Crafted from 100% Cotton Terry (280 GSM) with a silicone, mineral, and azo-free wash, these acid-washed tees offer unparalleled comfort and style.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/C224TSC022 _black/1.jpg,RCP1209981141,Chapter 2
Extinction Tee Black,BW_CRA_EXTINCTIONDROP_BLACK_01,8905202269403,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Dinos were cool. Cities were cooler. Both are gone now.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_CRA_EXTINCTIONDROP_BLACK_01/1.jpg,HOB1346876380,Crazy Mosquitoes
